iter	RMSE
598	0.03946534818
599	0.03939895341
600	0.03932397411
601	0.03923724662
602	0.03923444428
603	0.03918260461
604	0.03916011292
605	0.03911828617
606	0.0390539307
607	0.0390358881
608	0.03899122984
609	0.03896824265
610	0.0389499216
611	0.03893201938
612	0.03889231661
613	0.03885002369
614	0.0388213523
615	0.03877479656
616	0.03875434382
617	0.03871571171
618	0.03866178508
619	0.03860668612
620	0.03856846003
621	0.03852989893
622	0.03850036258
623	0.03845927929
624	0.03839401487
625	0.03834695214
626	0.03829139616
627	0.03827483763
628	0.03821696763
629	0.03816635172
630	0.0381201212
631	0.03811166165
632	0.03807768809
633	0.03803050278
634	0.03799651107
635	0.03792872804
636	0.03787439262
637	0.03783273214
638	0.03779957106
639	0.03772370442
640	0.03770672726
641	0.03764184846
642	0.03763067873
643	0.03759157162
644	0.0375416216
645	0.03749358817
646	0.03746527091
647	0.03744326814
648	0.03739394202
649	0.0373808409
650	0.03731565249
651	0.03725667314
652	0.03722193662
653	0.03719624631
654	0.03715362588
655	0.03714076977
656	0.03711342174
657	0.03704902208
658	0.03701960805
659	0.03696077272
660	0.03691162132
661	0.03688090612
662	0.03679845274
663	0.03675335341
664	0.03672218535
665	0.03668824597
666	0.0366540513
667	0.03661839368
668	0.0365793723
669	0.036561064
670	0.036514307
671	0.03645091719
672	0.03640079349
673	0.03635396982
674	0.03629518816
675	0.03626643242
676	0.03623191644
677	0.03621434477
678	0.0361461693
679	0.03611396562
680	0.03609880962
681	0.03606948749
682	0.03600183859
683	0.03597219653
684	0.03591125427
685	0.03589028759
686	0.03585046925
687	0.03580434011
688	0.03577419088
689	0.03573143564
690	0.0356663719
691	0.03560535368
692	0.03555083731
693	0.0355102123
694	0.03545237746
695	0.03542046053
696	0.03538897073
697	0.03536235902
698	0.03533088635
699	0.03528678952
700	0.03525602227
701	0.03520645673
702	0.03520207125
703	0.03515341243
704	0.03514964483
705	0.03511806316
706	0.03508199036
707	0.035056617
708	0.03500535334
709	0.03497921143
710	0.03492972308
711	0.03485999333
712	0.03484314431
713	0.03481158726
714	0.03478804752
715	0.03474168434
716	0.03471349681
717	0.03468219922
718	0.0346733252
719	0.03463614964
720	0.03462302946
721	0.03457094224
722	0.0345462278
723	0.03450779614
724	0.03446155792
725	0.03444853696
726	0.03440499995
727	0.03437911602
728	0.03437359005
729	0.03436982123
730	0.03433961828
731	0.0343031357
732	0.03428744955
733	0.03425379908
734	0.03419981628
735	0.03417156715
736	0.03413747902
737	0.03411296003
738	0.03407803329
739	0.03406216333
740	0.03405237624
741	0.03402353449
742	0.03397478405
743	0.03395205141
744	0.03393588089
745	0.03391552065
746	0.03387115566
747	0.03383491533
748	0.03378548132
749	0.03371917874
750	0.03367291007
751	0.03362585669
752	0.03357750077
753	0.03356003361
754	0.03348285722
755	0.03345308494
756	0.03341358558
757	0.03337552644
758	0.03333584779
759	0.03331857751
760	0.03326809174
761	0.03326408774
762	0.03322963395
763	0.03321190958
764	0.033133558
765	0.03312598546
766	0.03307747493
767	0.03303604159
768	0.03302911884
769	0.03298878044
770	0.03296720054
771	0.03294028343
772	0.03287646766
773	0.03285699661
774	0.03282219483
775	0.03277863682
776	0.03274117054
777	0.03266821107
778	0.03263725758
779	0.03261671516
780	0.03260303184
781	0.03257015686
782	0.03252586828
783	0.03251856756
784	0.03250481415
785	0.03249812565
786	0.03244429133
787	0.03242776781
788	0.03240251359
789	0.03238076361
790	0.03236483312
791	0.03234888391
792	0.03229611354
793	0.0322657495
794	0.03225021772
795	0.03221826869
796	0.03221306838
797	0.03218231054
798	0.03213760429
799	0.03209220722
800	0.03207902122
801	0.03206637885
802	0.03202476536
803	0.03195740655
804	0.0319285213
805	0.0319162301
806	0.03188704619
807	0.03184399571
808	0.03179761141
809	0.03174642836
810	0.03171926468
811	0.03169514492
812	0.03165186798
813	0.03164706542
814	0.03160451785
815	0.03155733532
816	0.03151081803
817	0.03148729114
818	0.03145276891
819	0.03143086585
820	0.03139713636
821	0.0313479049
822	0.03134620819
823	0.03128109043
824	0.03125734309
825	0.03122035656
826	0.03120975466
827	0.03117203904
828	0.03115462066
829	0.03111317096
830	0.03108314681
831	0.03104264041
832	0.03103126591
833	0.03100725167
834	0.0309696492
835	0.03094533098
836	0.03090258667
837	0.030872242
838	0.03084514795
839	0.03079744974
840	0.03074398789
841	0.03071165903
842	0.03066430905
843	0.03065931315
844	0.03065105516
845	0.03060581275
846	0.03060427695
847	0.03053765869
848	0.03048951398
849	0.03042351909
850	0.03041255761
851	0.03039671567
852	0.03034174128
853	0.0303294824
854	0.03031044197
855	0.03030637799
856	0.0302791339
857	0.03027628286
858	0.03026037387
859	0.03022603285
860	0.03018274433
861	0.03016883303
862	0.03016646842
863	0.03013994625
864	0.03012915838
865	0.03009402441
866	0.03005575532
867	0.03003519844
868	0.02999519176
869	0.02995638234
870	0.02991614447
871	0.02989181827
872	0.02989029065
873	0.02988247547
874	0.02987050172
875	0.02982147188
876	0.02976104567
877	0.02975537674
878	0.02975262078
879	0.02970705892
880	0.02967775101
881	0.02967622859
882	0.02964369022
883	0.02964036343
884	0.02956510751
885	0.02951884219
886	0.02947390836
887	0.02943411295
888	0.02940902623
889	0.02938134185
890	0.02935447349
891	0.02932057094
892	0.02930771624
893	0.0292770258
894	0.02923008566
895	0.02918309727
896	0.02911880561
897	0.02907368482
898	0.02903093039
899	0.02902951972
900	0.02898646692
901	0.02897463945
902	0.0289301614
903	0.02890346807
904	0.02885392384
905	0.02882831578
906	0.02878647315
907	0.02877319263
908	0.02873974036
909	0.02871749988
910	0.028687158
911	0.02865790558
912	0.02864913538
913	0.02861907216
914	0.02861442478
915	0.02860341478
916	0.02857044901
917	0.02854755513
918	0.02851334331
919	0.02849532828
920	0.02846138556
921	0.02842584214
922	0.02836904974
923	0.02834925396
924	0.02830820475
925	0.02827236528
926	0.02824811568
927	0.0282295758
928	0.0282004575
929	0.02816204757
930	0.02811369981
931	0.02807272866
932	0.0280231742
933	0.02798304653
934	0.02793658159
935	0.02793315309
936	0.02787845733
937	0.02785995283
938	0.02782175311
939	0.02779400197
940	0.0277768668
941	0.02775249765
942	0.02769801702
943	0.02766799848
944	0.02763550599
945	0.02758051203
946	0.02755987492
947	0.02752091938
948	0.02750064099
949	0.02748832119
950	0.02744845744
951	0.02744574417
952	0.02741564869
953	0.02736388794
954	0.02734062104
955	0.02732332734
956	0.02731363844
957	0.02729826456
958	0.02729143277
959	0.02725366773
960	0.02722642453
961	0.02718852123
962	0.02717734548
963	0.02715365289
964	0.02715101417
965	0.0271263469
966	0.02710629066
967	0.02708598047
968	0.02705866964
969	0.0270282948
970	0.0270134443
971	0.02698618016
972	0.02697953886
973	0.02695431153
974	0.02692605774
975	0.02689105721
976	0.02683795081
977	0.02682497584
978	0.02678134846
979	0.02677103235
980	0.02676969403
981	0.02674641139
982	0.02671134322
983	0.02667919685
984	0.02665380166
985	0.02664424997
986	0.02661464364
987	0.0265928891
988	0.02657028934
989	0.02654726571
990	0.02649745612
991	0.02647386725
992	0.02643650429
993	0.02642025058
994	0.02638898783
995	0.02633749973
996	0.02631445343
997	0.02626955782
998	0.02626782477
999	0.02625184281
