iter	Logloss
146	0.2943374062
147	0.294024193
148	0.2938683579
149	0.293763516
150	0.2936157943
151	0.293432763
152	0.2933347242
153	0.2931481593
154	0.293002013
155	0.292502536
156	0.2923895195
157	0.2922789281
158	0.2921715308
159	0.2920498388
160	0.2919792989
161	0.2918787076
162	0.2917937022
163	0.2916681113
164	0.2915565867
165	0.2913939986
166	0.2912893824
167	0.2912106101
168	0.2911009256
169	0.2909500499
170	0.2907627235
171	0.2906372176
172	0.2905217317
173	0.2904090563
174	0.2900281843
175	0.2899267878
176	0.2898362827
177	0.2897365586
178	0.2896635646
179	0.2895303298
180	0.2894210205
181	0.2893545648
182	0.2892531204
183	0.2891761573
184	0.289104392
185	0.2889798592
186	0.2888632196
187	0.2887776586
188	0.2886267785
189	0.288529542
190	0.2884533844
191	0.2883345603
192	0.2882915095
193	0.2881886823
194	0.2881221833
195	0.2880181029
196	0.2879048152
197	0.287842466
198	0.2877738785
199	0.2875398785
200	0.2874563363
201	0.2873173731
202	0.2871183732
203	0.2870611346
204	0.2869206007
205	0.2867456631
206	0.2866580922
207	0.2865518976
208	0.286478478
209	0.2863810892
210	0.2863198979
211	0.2861776051
212	0.286023139
213	0.2859522376
214	0.2858362147
215	0.2857314354
216	0.2856516257
217	0.285589196
218	0.285472902
219	0.2854039659
220	0.2852438232
221	0.2851607073
222	0.2850824825
223	0.2849985347
224	0.2848858535
225	0.2847590798
226	0.284684423
227	0.2846073623
228	0.2844982942
229	0.2844115955
230	0.2843350645
231	0.2842490439
232	0.2841522784
233	0.2839905113
234	0.283890008
235	0.2838304256
236	0.2835873497
237	0.2834860914
238	0.2834177067
239	0.2833676623
240	0.2832658794
241	0.2831551853
242	0.2830846215
243	0.2829929605
244	0.282897478
245	0.2828166521
246	0.282699619
247	0.2826043819
248	0.2825072897
249	0.2824505408
250	0.2823255765
251	0.2821708451
252	0.2820423717
253	0.2819536331
254	0.2817715662
255	0.2816923195
256	0.2814773453
257	0.2812612765
258	0.2811781028
259	0.2810890705
260	0.2809611631
261	0.2808775614
262	0.2808338215
263	0.2807276672
264	0.2806575758
265	0.280585858
266	0.280496275
267	0.2804010221
268	0.280275833
269	0.2800430661
270	0.279960713
271	0.2798617655
272	0.2797592537
273	0.2796306083
274	0.2792306026
275	0.279141062
276	0.2789482418
277	0.2788411617
278	0.2787120052
279	0.2786239072
280	0.2785429392
281	0.2784199991
282	0.2781547082
283	0.2779516754
284	0.2778677067
285	0.2777508518
286	0.2776726048
287	0.2774074851
288	0.2771015348
289	0.2769995662
290	0.2769188366
291	0.2768477346
292	0.2767747673
293	0.2765132553
294	0.2764269298
295	0.2763478121
296	0.2762568402
297	0.2761355407
298	0.2759975414
299	0.2757630701
300	0.2756642124
301	0.2755512633
302	0.2754783723
303	0.275392315
304	0.2753191642
305	0.2751968414
306	0.2751237603
307	0.2748516395
308	0.2747674264
309	0.2747044109
310	0.2745324638
311	0.2744190522
312	0.2743611639
313	0.2741834118
314	0.2740649463
315	0.2739035621
316	0.2737986919
317	0.2737129305
318	0.2736582744
319	0.2735889666
320	0.2735112895
321	0.2733282259
322	0.2732343916
323	0.2731397595
324	0.273028675
325	0.2729243614
326	0.2728608026
327	0.2726474138
328	0.2725497882
329	0.2724829646
330	0.2724100964
331	0.2722975949
332	0.2721655089
333	0.2720659144
334	0.2719680592
335	0.2719150854
336	0.2718517412
337	0.2717908713
338	0.2717254126
339	0.2715541942
340	0.2714870066
341	0.2714237838
342	0.2713223565
343	0.2712296051
344	0.2711350754
345	0.2710737153
346	0.2709801596
347	0.2708996688
348	0.2708517469
349	0.2707701615
350	0.2706632829
351	0.2705680057
352	0.2704948128
353	0.2704086008
354	0.2703601869
355	0.2703165272
356	0.2702158783
357	0.2701027361
358	0.2699833714
359	0.2699114713
360	0.2697951147
361	0.2696483044
362	0.269571546
363	0.2694767338
364	0.2694107178
365	0.2693397679
366	0.2692490165
367	0.2691992486
368	0.2691300343
369	0.2690422408
370	0.2689570013
371	0.2688610997
372	0.2688022437
373	0.2687654523
374	0.2686843161
375	0.2686354079
376	0.2685547811
377	0.2684974891
378	0.2684015263
379	0.2683180233
380	0.2682335786
381	0.2681547206
382	0.268056331
383	0.2679765562
384	0.2678926
385	0.2678070014
386	0.2677599557
387	0.2676941198
388	0.2676255211
389	0.2675317531
390	0.2673947159
391	0.2673506603
392	0.2672527202
393	0.2672145104
394	0.2671320292
395	0.2670584622
396	0.2669875691
397	0.2668702823
398	0.2668328542
399	0.2667332752
400	0.2666944603
401	0.2666352302
402	0.2665913113
403	0.2665354419
404	0.2664545714
405	0.2663653491
406	0.26628962
407	0.2662540533
408	0.2661691484
409	0.2660727281
410	0.2660268074
411	0.2659599855
412	0.265893461
413	0.2658240449
414	0.2657477742
415	0.2656722091
416	0.2655807925
417	0.2655112011
418	0.2654207903
419	0.2653470315
420	0.2652830413
421	0.2652394495
422	0.2651491005
423	0.2651111396
424	0.2650495957
425	0.2649888194
426	0.2649149431
427	0.2648442884
428	0.2648209192
429	0.2647287876
430	0.264636238
431	0.2645658569
432	0.2645146525
433	0.2644651013
434	0.2643842816
435	0.264305339
436	0.264221989
437	0.2641628927
438	0.2640684798
439	0.2640126722
440	0.2639260575
441	0.2638757068
442	0.2638147767
443	0.263715168
444	0.2636830694
445	0.2636250371
446	0.2635506941
447	0.2634875995
448	0.2634039673
449	0.2633423061
450	0.2632882317
451	0.263208018
452	0.2631724681
453	0.2631043869
454	0.2630656904
455	0.2630013886
456	0.2629552682
457	0.262907058
458	0.2628446578
459	0.2627865969
460	0.2627157059
461	0.2626555872
462	0.2625537628
463	0.2624693332
464	0.2623859056
465	0.2623167826
466	0.2622704265
467	0.2622053206
468	0.2621507178
469	0.2620859693
470	0.2620361045
471	0.2620044649
472	0.2619555302
473	0.2618851811
474	0.2618253971
475	0.2617565311
476	0.2616894559
477	0.2615931
478	0.2615248465
479	0.2614833995
480	0.2614091726
481	0.2613409805
482	0.2612702688
483	0.2612049511
484	0.2611410422
485	0.2610850514
486	0.2609973261
487	0.2609257417
488	0.2608799605
489	0.2608062333
490	0.2606727643
491	0.2605896053
492	0.260550869
493	0.2605078505
494	0.260413912
495	0.2603524044
496	0.2602818308
497	0.2602321447
498	0.2602008725
499	0.2601215747
500	0.2600591154
501	0.2599993004
502	0.2599370739
503	0.2598698114
504	0.2597978488
505	0.2597170754
506	0.2596718775
507	0.2595920664
508	0.2594715876
509	0.259404456
510	0.2593403121
511	0.2592485774
512	0.2591896499
513	0.2591118306
514	0.2590403349
515	0.2589974389
516	0.2589273858
517	0.2588746852
518	0.2588130521
519	0.2587559887
520	0.2587075233
521	0.2586306809
522	0.2585685149
523	0.2585186947
524	0.2584575957
525	0.2583414149
526	0.2582767834
527	0.2582068672
528	0.2581305776
529	0.2581026705
530	0.2580611893
531	0.2580016331
532	0.2579421309
533	0.2578941164
534	0.2578403689
535	0.2577568249
536	0.2576806498
537	0.2576019666
538	0.2575193656
539	0.2574425897
540	0.2573842219
541	0.2573098833
542	0.2572359113
543	0.2571684165
544	0.2570952743
545	0.2570693848
546	0.2570165939
547	0.2569516003
548	0.2568876314
549	0.2568066875
550	0.256740396
551	0.2566913699
552	0.2566354167
553	0.2565912514
554	0.2565369281
555	0.2564542926
556	0.2563921431
557	0.2563397736
558	0.256284909
559	0.2561988417
560	0.2561674942
561	0.2561198341
562	0.2560310222
563	0.2559775256
564	0.2559296831
565	0.2558630413
566	0.255816226
567	0.2557649738
568	0.2557159685
569	0.2556334584
570	0.2555812572
571	0.2555242219
572	0.2554590848
573	0.2554358799
574	0.2553745444
575	0.2553312829
576	0.2552807131
577	0.2552251649
578	0.2551771504
579	0.255134877
580	0.2550989522
581	0.2550482919
582	0.2549832639
583	0.254921138
584	0.2548698029
585	0.2548185529
586	0.2547695024
587	0.2546968994
588	0.2546502052
589	0.2545855184
590	0.2545264747
591	0.2544662921
592	0.2543981718
593	0.2543419469
594	0.2542848137
595	0.2542400092
596	0.2541628894
597	0.2541268044
598	0.2540968726
599	0.254035858
600	0.2539826793
601	0.2539690064
602	0.2539019839
603	0.2538226979
604	0.253764708
605	0.2537055935
606	0.2536485532
607	0.253613997
608	0.2535873621
609	0.2535080266
610	0.253460297
611	0.2533981233
612	0.2533656245
613	0.2533265765
614	0.2532716311
615	0.2532513779
616	0.2531843141
617	0.253132107
618	0.2530897103
619	0.2530485774
620	0.2529975267
621	0.2529348357
622	0.252869776
623	0.252828752
624	0.2527586095
625	0.2527091279
626	0.2526428708
627	0.2525846688
628	0.2525431705
629	0.2524632965
630	0.2524175338
631	0.2523642409
632	0.2523431008
633	0.2522820347
634	0.2522282107
635	0.2521859058
636	0.2521564945
637	0.2521125091
638	0.2520698145
639	0.2519953391
640	0.2519786283
641	0.2519154655
642	0.2518713901
643	0.2518075496
644	0.2517693977
645	0.2517155755
646	0.2516676555
647	0.2516043445
648	0.2515631204
649	0.2515007185
650	0.2514319035
651	0.2513469065
652	0.2512712068
653	0.2512217601
654	0.2511504258
655	0.2511141678
656	0.251083197
657	0.2510325637
658	0.2509619113
659	0.2509065278
660	0.2508763736
661	0.2508150496
662	0.2507642368
663	0.2506961731
664	0.250643058
665	0.2505506921
666	0.250528593
667	0.2504711053
668	0.2503995928
669	0.2503126063
670	0.2502865454
671	0.250245107
672	0.2501930984
673	0.2501472982
674	0.2500641279
675	0.2500101964
676	0.2499550874
677	0.2499001852
678	0.2498133772
679	0.2497438586
680	0.2496910459
681	0.2496275155
682	0.249588361
683	0.2495628981
684	0.2495010287
685	0.2494204303
686	0.2493597548
687	0.2492823923
688	0.2492238789
689	0.2491971469
690	0.2491596663
691	0.2491276249
692	0.2490908697
693	0.2490483961
694	0.2489954771
695	0.2489227522
696	0.2488706064
697	0.2488200793
698	0.248770084
699	0.2487155593
700	0.2486588449
701	0.248637259
702	0.2485962754
703	0.2485213791
704	0.248448096
705	0.2483895959
706	0.2483713744
707	0.2483114938
708	0.2482484082
709	0.2481950604
710	0.2481548021
711	0.2481220303
712	0.2480917159
713	0.2480441748
714	0.2480198006
715	0.2479243927
716	0.2479006001
717	0.2478460453
718	0.2478030037
719	0.2477502895
720	0.2476965847
721	0.2476373616
722	0.2475721046
723	0.2474966372
724	0.2474519472
725	0.2474109306
726	0.2473438418
727	0.2472883587
728	0.2472258973
729	0.2471887864
730	0.2471493982
731	0.2471016901
732	0.2470273395
733	0.246986885
734	0.2469301674
735	0.2468670106
736	0.246806145
737	0.2467512025
738	0.2466999999
739	0.2466454094
740	0.2465935399
741	0.2465641868
742	0.2465286231
743	0.246497112
744	0.2464507045
745	0.2463795241
746	0.2463386256
747	0.2462680297
748	0.2462302009
749	0.2461952838
750	0.246122148
751	0.2460870574
752	0.2460365028
753	0.2459801979
754	0.2459475645
755	0.2458850501
756	0.2457974626
757	0.2457674569
758	0.2457028031
759	0.2456314063
760	0.2455929357
761	0.245551778
762	0.2455077234
763	0.2454294094
764	0.2453581381
765	0.2453043043
766	0.2452349719
767	0.2451584096
768	0.2450796545
769	0.2450376104
770	0.2450004522
771	0.2449734476
772	0.2449190727
773	0.2448771032
774	0.2448262506
775	0.2448074165
776	0.244780201
777	0.2447542048
778	0.2446986248
779	0.2446611316
780	0.2445885019
781	0.24454508
782	0.2445230651
783	0.2444659111
784	0.2443966739
785	0.2443458899
786	0.2443082475
787	0.2442758822
788	0.2442438378
789	0.2441910906
790	0.2441267679
791	0.2440613479
792	0.244032044
793	0.2439612964
794	0.2439158527
795	0.2438676914
796	0.2438256833
797	0.2437629559
798	0.2437259984
799	0.2436781677
800	0.2436596646
801	0.2435963072
802	0.2435518302
803	0.2434961422
804	0.2434328417
805	0.24336013
806	0.2433061785
807	0.2432601534
808	0.2432024236
809	0.2431403744
810	0.2430817823
811	0.2430176177
812	0.2429589675
813	0.2429126227
814	0.2428653204
815	0.2428403101
816	0.2427842536
817	0.2427272655
818	0.2426807246
819	0.2426275819
820	0.2425807963
821	0.242521432
822	0.2424695229
823	0.2424221702
824	0.2423927183
825	0.2423198127
826	0.2422658364
827	0.2422108033
828	0.2421683965
829	0.2421440324
830	0.2420985424
831	0.2420326673
832	0.2420270761
833	0.2419635895
834	0.2419014085
835	0.2418436566
836	0.2417894763
837	0.2417653159
838	0.241715871
839	0.2416536534
840	0.2416193613
841	0.2415953881
842	0.2415525906
843	0.2414830442
844	0.2414578497
845	0.2414304121
846	0.2413529032
847	0.2413204645
848	0.2412675711
849	0.2412352319
850	0.2411901319
851	0.2411622899
852	0.2410901062
853	0.2410260501
854	0.2410038367
855	0.2409633087
856	0.2409085572
857	0.2408672545
858	0.2408211157
859	0.2407798412
860	0.2406992361
861	0.2406737617
862	0.2406384117
863	0.2405834283
864	0.2405200523
865	0.2404748778
866	0.2404046537
867	0.2403503922
868	0.2402969953
869	0.2402331029
870	0.2401805841
871	0.2401211569
872	0.2400884386
873	0.2400200375
874	0.2399709864
875	0.239941686
876	0.2398950356
877	0.2398471565
878	0.2398063654
879	0.2397572719
880	0.239681696
881	0.2396190649
882	0.2395704996
883	0.239540081
884	0.2395106741
885	0.2394845097
886	0.2394424857
887	0.2393894681
888	0.2393444781
889	0.2393023304
890	0.2392467435
891	0.2391982044
892	0.2391549756
893	0.2391070757
894	0.2390605065
895	0.2390262959
896	0.2389720144
897	0.2389252481
898	0.2388715126
899	0.2388397382
900	0.2387990566
901	0.2387357387
902	0.2386797895
903	0.2386345543
904	0.2385698485
905	0.2385280274
906	0.2384696303
907	0.2384411203
908	0.2384085588
909	0.2383699926
910	0.2383323227
911	0.2383018551
912	0.2382681178
913	0.2381921661
914	0.2381325331
915	0.2381018877
916	0.2380719673
917	0.2380482605
918	0.2380056176
919	0.2379555855
920	0.2379048958
921	0.2378822714
922	0.237841217
923	0.2378002518
924	0.2377617452
925	0.2377152557
926	0.2376795394
927	0.2376358844
928	0.2375836468
929	0.2375441043
930	0.2375156122
931	0.2374737567
932	0.2374197625
933	0.237385382
934	0.2373027934
935	0.237245483
936	0.2372035383
937	0.2371571526
938	0.2371151787
939	0.237057701
940	0.2370277179
941	0.2369711716
942	0.2369193547
943	0.236868931
944	0.2368299117
945	0.236771261
946	0.2367099673
947	0.2366426033
948	0.2366071194
949	0.2365368784
950	0.2364885652
951	0.2364467026
952	0.2363834581
953	0.2363331588
954	0.2363020447
955	0.2362435919
956	0.23619324
957	0.2361419766
958	0.2361020341
959	0.236065286
960	0.2360266895
961	0.2360020049
962	0.2359530299
963	0.2359322099
964	0.2359072612
965	0.235847198
966	0.2358235447
967	0.2357806802
968	0.2357546283
969	0.2356990723
970	0.2356630246
971	0.2355921244
972	0.2355493228
973	0.2355071211
974	0.2354739509
975	0.2354269672
976	0.235395032
977	0.2353549906
978	0.2353193331
979	0.2352732341
980	0.2352419949
981	0.235198408
982	0.2351522214
983	0.2351066506
984	0.2350773513
985	0.2350424392
986	0.2350176431
987	0.2349261799
988	0.2348968043
989	0.2348689505
990	0.2348482916
991	0.2348018224
992	0.2347648753
993	0.2347054099
994	0.2346646565
995	0.2346471495
996	0.2345740299
997	0.2345252276
998	0.234470416
999	0.2344434408
